account,Extreme Fear,Extreme Greed,Fear,Greed,Neutral
0x083384f897ee0f19899168e3b1bec365f52a9012,1247.69221441,-42.62681048042328,626.1943461839145,482.08932088327526,298.4563342992874
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,-24.91266500588235,43.22290295151516,-0.6326227311212814,10.211823158681618,-16.573722395833332
0x271b280974205ca63b716753467d5a371de622ab,20.96221444416562,358.63204299999995,16.125219748394002,-185.22186365555558,-31.78354016861436
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,-44.71430711498258,14.437904109611015,9.59437087848463,10.50255621919192,6.207158245772266
0x2c229d22b100a7beb69122eed721cee9b24011dd,101.92185524107143,61.49868092692828,10.444070267716535,79.35048596442688,41.66782569064039
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,-216.6077025589354,192.49802342236023,-1.8244488125,-34.62735278431372,-37.23960921212121
0x39cef799f8b69da1995852eea189df24eb5cae3c,-45.67115998381295,125.27291186956522,37.175405240652616,168.12317865079365,40.26929397058824
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,5.818598105263158,178.9813353932039,53.88049758227849,163.0698608846154,4009.581548
0x420ab45e0bd8863569a5efbb9c05d91f40624641,155.09970963934427,37.21869064814815,1016.8191668265306,177.69044117647059,1547.7846563541668
0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,8285.663251666667,23.692202962025316,294.922916753886,440.0102964925373
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,-37.15458444501279,21.35744426634921,10.821952627705627,10.761178141259565,6.142136719512195
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,169.06328548275863,122.73086336526946,212.59435734813755,84.9275622784141,144.91084959970237
0x4f93fead39b70a1824f981a54d4e55b278e9f760,200.39500432884097,52.82816290269828,-16.54511943252595,33.857528488860325,35.64160001644479
0x513b8629fe877bb581bf244e326a047b249c4ff1,-205.5543950982659,0.0,61.388767250292595,51.450825164405174,151.50198412793006
0x6d6a4b953f202f8df5bed40692e7fd865318264a,14.24656372027972,428.02384293567246,5.683451412256267,125.32531551037344,20.624933163934426
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,66.75834970530452,0.0,-187.20177575884244,764.9162195210793,0.0
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,900.0025412217195,2.526807436123348,335.30010348027844,43.192043032786884,-79.41576261403509
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,81.24315840189874,55.00570484703732,29.66603104747596,36.64529953972498,-1.7800249118852463
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,3.9064510690909087,420.2775286666667,7.420132939338235,81.63002395180725,-3.798615173076924
0x8170715b3b381dffb7062c0298972d4727a0a63b,79.9590762955975,-195.26442123469388,86.7007065094556,-217.8474883448276,50.32818260465116
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,-98.47951751020409,0.14647095000000016,4.698460545454545,192.28589663299664,9.063013956643356
0x8477e447846c758f5a675856001ea72298fd9cb5,3.2918548905380334,14.067087569744103,6.309012583446404,-3.5327071028806585,0.368265474715262
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,50.38177867647059,41.00727868495804,-3.254162617801047,50.253754429524605,0.0
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,3.745403492592593,13.666356243065485,5.565606430722891,8.529496366707168,1.7534768729394332
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,-192.2097014,181.2940121484375,-379.9980389545455,408.9797290462963,-13.407838499999999
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,7.780134875,110.13428011578948,66.09220047967479,224.51973447058822,
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,0.0,3.048948,31.96198447032967,8.6401,137.64776113461537
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,12.915975824086605,672.7357633444918,31.003381483194676,90.68742338767193,116.08603838385883
0xb899e522b5715391ae1d4f137653e7906c5e2115,-21.06645961826252,,17.540671432304038,,12.796015694267515
0xbaaaf6571ab7d571043ff1e313a9609a10637864,58.46383432857143,,49.92139389273941,0.9344916,13.435311504918033
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,97.44838090180878,19.526324419354832,200.50612001439458,86.45201101428572,-218.6502511331719
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,6.059084884426068,71.21991197159007,4.33910526005736,33.16973468792587,3.3300605015350606
